,Audio,Class
8875,"[-0.00517585 -0.00434856  0.00272876 ... -0.00030813 -0.00026851
 -0.00022806]",jackhammer
8876,[0.09986709 0.16937546 0.17035654 ... 0.04976694 0.04622246 0.04973067],siren
8877,"[-0.0037358  -0.00304027  0.00177361 ...  0.00018573  0.00110713
 -0.00159072]",dog_bark
8878,"[ 0.07207371  0.13740085  0.17641282 ... -0.0545519  -0.04998825
 -0.03388044]",dog_bark
8879,"[ 1.1601081e-10 -8.3371154e-10  3.6415271e-09 ... -1.0914205e-02
 -9.2731491e-03 -8.4894998e-03]",engine_idling
8880,"[-0.02908254 -0.04775331 -0.04539489 ...  0.04548905  0.06175154
  0.07689506]",children_playing
8881,"[-0.00226613 -0.0035453  -0.00338265 ...  0.00965245  0.01081477
  0.00664258]",engine_idling
8882,"[-0.06076799 -0.10357064 -0.08163002 ... -0.13737178 -0.09409821
  0.00204558]",siren
8883,"[-0.01893966  0.02562819 -0.0273572  ...  0.12227106  0.26131284
  0.38480407]",street_music
8884,"[ 0.0153118   0.00601501 -0.01460825 ... -0.1402436  -0.06390662
 -0.0167322 ]",drilling
8885,"[ 0.04113639  0.02051069 -0.02271059 ... -0.03425335 -0.04001772
 -0.06340092]",dog_bark
8886,"[ 0.00386893  0.00785968  0.00633328 ... -0.00179661 -0.00138654
 -0.00269465]",air_conditioner
8887,"[ 0.00139661  0.0005628   0.00116761 ...  0.00027651 -0.00073109
  0.        ]",street_music
8888,"[-0.04639108 -0.04242983 -0.04413296 ...  0.12896153  0.15631023
  0.28001416]",jackhammer
8889,"[ 0.0009051   0.00136705  0.00113226 ... -0.00026198 -0.00017868
 -0.00010023]",children_playing
8890,"[ 0.03632406  0.0532856   0.0446773  ... -0.02827173 -0.02920229
  0.01293275]",street_music
8891,"[-0.00188399 -0.00301372 -0.00329505 ...  0.00977979  0.00794009
  0.00613788]",children_playing
8892,"[ 0.00160833 -0.00463195  0.00529229 ... -0.00271822 -0.00254655
  0.00366333]",gun_shot
8893,[0.00875277 0.01089604 0.00778577 ... 0.00366081 0.00302621 0.00073758],gun_shot
8894,[0.00426048 0.00792833 0.00714055 ... 0.0058561  0.00561863 0.00630891],street_music
8895,"[-0.00900126 -0.01268637 -0.01620693 ... -0.00336822 -0.00012742
  0.00050761]",car_horn
8896,"[ 0.01808737 -0.0084568  -0.03877358 ...  0.4478454   0.25309557
  0.45990264]",jackhammer
8897,"[ 0.00985613  0.00953108  0.00118872 ...  0.00198797 -0.00015814
 -0.00071019]",car_horn
8898,"[ 0.02973821  0.04371013  0.04050043 ...  0.00077455 -0.00599871
  0.        ]",jackhammer
8899,"[-0.00375879 -0.00503127 -0.0062387  ... -0.00621426 -0.01021097
 -0.01775086]",air_conditioner
8900,"[ 0.00431281 -0.00287805 -0.01123952 ...  0.03323473  0.02650452
  0.01791762]",jackhammer
8901,"[-0.16567972 -0.2428532  -0.21320862 ...  0.00235352  0.00487875
  0.00242338]",car_horn
8902,"[ 0.0647269  -0.01148665 -0.17232832 ... -0.00685763  0.0362881
  0.09813434]",children_playing
8903,"[ 1.4065930e-08 -1.2665609e-08  1.8052003e-08 ... -2.9281040e-05
  3.0133788e-07  0.0000000e+00]",drilling
8904,"[-0.00066403 -0.00025955 -0.0001642  ... -0.00130018 -0.00080173
  0.00055835]",dog_bark
8905,"[-0.01238699 -0.17242584 -0.19433188 ... -0.29036498 -0.05278164
 -0.2116396 ]",children_playing
8906,"[ 0.00178086  0.00511005  0.00030282 ... -0.00420145 -0.0082896
 -0.00799498]",drilling
8907,"[ 0.01735212 -0.06019478 -0.01939264 ...  0.04292687  0.01104003
 -0.02004792]",air_conditioner
8908,"[ 0.07210128 -0.00186591 -0.1709809  ...  0.1782311   0.16914922
  0.17065942]",dog_bark
8909,"[-0.00054195 -0.00140598 -0.00147742 ... -0.00193256 -0.00187919
 -0.0018931 ]",dog_bark
8910,"[-0.03976001 -0.01526104  0.05100359 ... -0.00402837 -0.00560809
 -0.00013089]",dog_bark
8911,[0.06642351 0.09365526 0.08638629 ... 0.0289955  0.02762671 0.02707452],drilling
8912,"[ 0.03675614  0.06441597  0.06529597 ... -0.03347627 -0.04081021
 -0.06417778]",children_playing
8913,"[ 0.0012703  -0.00098702 -0.00651904 ...  0.0184438   0.02479588
  0.03641871]",children_playing
8914,"[ 0.01323827  0.02094354  0.01987348 ... -0.07016075 -0.07021971
 -0.07838809]",air_conditioner
8915,"[-0.00804273 -0.01389884 -0.01248722 ...  0.00844329  0.00370703
  0.01648636]",siren
8916,"[-0.01760801 -0.02463903 -0.01855636 ...  0.00656377  0.00578896
  0.01166694]",air_conditioner
8917,"[-9.6294135e-02 -1.4543319e-01 -1.4073233e-01 ...  4.4023953e-02
  2.9078331e-02  1.0908581e-04]",jackhammer
8918,"[-1.0553753e-02  2.4112873e-05  2.1782799e-02 ... -8.0081578e-03
 -4.3048840e-02 -8.2709104e-02]",children_playing
8919,"[-0.01171266 -0.0119567  -0.01434953 ...  0.01186202  0.00175719
  0.00326311]",jackhammer
8920,"[-0.00238548 -0.00598083  0.00537452 ... -0.00416114  0.00194589
  0.00769712]",car_horn
8921,"[-4.6566129e-10 -8.1490725e-10  0.0000000e+00 ...  1.5353136e-02
  3.2816693e-02  1.8039241e-02]",car_horn
8922,"[-0.02513212 -0.05167122 -0.02178911 ...  0.01688182  0.0049142
 -0.00257718]",siren
8923,[0.36490023 0.39733914 0.04522461 ... 0.06709993 0.11590467 0.13524473],jackhammer
8924,"[-0.03715812 -0.03765218  0.00447982 ... -0.01352012 -0.00950768
 -0.00509569]",street_music
8925,"[ 0.03641919  0.05413013  0.0681964  ... -0.03499468 -0.06002341
 -0.07624392]",children_playing
8926,"[ 0.08116826  0.12419038  0.10628457 ... -0.08135919 -0.08224979
 -0.10501189]",dog_bark
8927,"[ 0.00391478  0.00375048  0.0017283  ... -0.02634974 -0.03150726
 -0.04711021]",street_music
8928,"[ 0.00259301  0.00256255  0.00878154 ... -0.07633244 -0.05415972
 -0.01952029]",children_playing
8929,"[ 0.00389423  0.00088848 -0.00405447 ... -0.02222619 -0.0050633
  0.02777503]",drilling
8930,"[ 0.02606359  0.03770425  0.03113504 ... -0.05325165 -0.05241863
 -0.05190992]",gun_shot
8931,"[ 0.00400564  0.00474838 -0.00224111 ... -0.00410906 -0.004937
  0.00231374]",siren
8932,"[-0.00895168 -0.0111984  -0.00940745 ... -0.04307945 -0.04076376
 -0.04473398]",street_music
8933,"[ 0.00769488  0.00946138  0.00621888 ... -0.00848196  0.00116265
  0.00228741]",gun_shot
8934,"[ 0.07317218  0.07295498  0.04154098 ... -0.00950233 -0.01025761
 -0.01089032]",gun_shot
8935,"[ 0.05011871  0.10890353  0.08042999 ... -0.04317586  0.00446499
  0.09165362]",jackhammer
8936,"[-0.02854264 -0.06687007 -0.07694857 ...  0.01003318  0.01445172
  0.01601654]",drilling
8937,"[ 0.01000355  0.02349773  0.02129008 ... -0.09291912 -0.07738876
 -0.06897406]",engine_idling
8938,"[-0.07090238 -0.11245844 -0.10647607 ...  0.0173935  -0.00175293
 -0.04211951]",street_music
8939,"[-0.01328359 -0.0287945  -0.02448998 ... -0.00476206  0.00579399
  0.00869105]",engine_idling
8940,"[-0.00508282 -0.01226363 -0.02270008 ... -0.02515283 -0.02054838
 -0.00298361]",air_conditioner
8941,"[ 0.30475536  0.33598492  0.15961134 ... -0.00987068 -0.01344679
 -0.00546961]",car_horn
8942,"[ 8.1956387e-08 -1.0430813e-07  6.3329935e-08 ...  1.3180260e-02
 -2.5266141e-02 -4.0684640e-02]",siren
8943,"[-0.00243041 -0.00346637 -0.00373578 ... -0.02086233 -0.00665
  0.01375172]",engine_idling
8944,"[ 8.4939988e-05  3.1744302e-04  3.0060107e-04 ... -2.3896145e-03
 -3.3210961e-03  0.0000000e+00]",dog_bark
8945,"[ 0.01224404 -0.03484484 -0.00540987 ... -0.01389324  0.00106043
 -0.00420901]",car_horn
8946,[0.02995551 0.04960987 0.04004573 ... 0.00508297 0.00594254 0.00688659],car_horn
8947,[0.10414985 0.19542149 0.2323165  ... 0.42156422 0.38548064 0.38655382],jackhammer
8948,[0.00159857 0.00241186 0.00209116 ... 0.00974615 0.01122109 0.        ],siren
8949,"[-1.4901161e-08 -3.1664968e-08 -2.6077032e-08 ...  4.5963689e-06
 -4.0672576e-06 -9.3823201e-07]",children_playing
8950,"[ 0.00193411  0.00298154  0.00273167 ...  0.0008406  -0.00537609
 -0.00228475]",street_music
8951,"[ 0.02040987  0.01729102  0.01302405 ... -0.00535066  0.00060956
  0.00891749]",air_conditioner
8952,"[-0.00828935 -0.00590228 -0.0015515  ...  0.00054969  0.01143978
  0.01428247]",drilling
8953,"[ 0.00066196  0.00161848  0.0012666  ... -0.00049577 -0.00124735
  0.        ]",children_playing
8954,"[-0.01611116 -0.03070671 -0.03504148 ... -0.0310951  -0.02055571
 -0.00770658]",air_conditioner
8955,"[ 0.01990935  0.03010138  0.02870773 ... -0.00835633 -0.00531972
 -0.00423518]",siren
8956,"[-0.03905957 -0.06961215 -0.06411266 ...  0.03130866  0.02770947
  0.03449758]",jackhammer
8957,"[-0.00226143 -0.00355322 -0.00321789 ... -0.0003741  -0.00023931
  0.00011529]",drilling
8958,[0.02650763 0.04875328 0.05938657 ... 0.06587081 0.03246488 0.02579162],dog_bark
8959,"[-0.00613265 -0.00625297  0.00133403 ...  0.02982392  0.02694119
  0.02443508]",engine_idling
8960,"[ 0.0085208   0.01510295  0.0131002  ... -0.023613    0.00103854
  0.03504848]",street_music
8961,[0.00191455 0.00564882 0.00643672 ... 0.00210297 0.00171083 0.00358966],air_conditioner
8962,"[ 0.0017123   0.01110046  0.01009549 ... -0.03697559 -0.01041371
  0.04105416]",jackhammer
8963,"[ 0.04634935  0.06156544  0.05565398 ... -0.05486228 -0.04874114
 -0.05166543]",air_conditioner
8964,"[ 0.01786189  0.0220984   0.00443591 ... -0.0055912  -0.00652046
 -0.00581289]",children_playing
8965,"[-0.02747363 -0.03074623 -0.01357877 ...  0.01062369  0.00210586
  0.01592884]",drilling
8966,"[-6.2515755e-06  1.8984647e-06 -2.8688119e-06 ...  6.1879759e-03
  6.2960293e-03  8.6572487e-03]",siren
8967,"[-0.00266189 -0.00320246 -0.00290562 ... -0.00228865 -0.00259452
 -0.00352581]",siren
8968,"[ 0.00819828  0.02298664  0.05070459 ... -0.08333678 -0.05884638
 -0.07638547]",engine_idling
8969,"[ 2.0954758e-09  6.9849193e-10 -2.3283064e-10 ... -1.0482381e-02
 -1.2941975e-02 -8.5889120e-03]",jackhammer
8970,"[-0.00879751  0.01523863  0.01977674 ...  0.00843312  0.02095332
 -0.03650874]",gun_shot
8971,"[ 0.00074554  0.00085297  0.00051048 ... -0.0060308  -0.00563072
 -0.00565811]",jackhammer
8972,"[-0.00403334 -0.00791968 -0.01391224 ...  0.10185812  0.10578811
  0.06713137]",street_music
8973,[0.00821689 0.01207705 0.01332267 ... 0.07155082 0.06228207 0.05387058],street_music
8974,"[-0.00311858  0.03636146  0.17682822 ... -0.02605771  0.01378361
  0.03982138]",air_conditioner
8975,"[-0.0085732  -0.01618633 -0.00783947 ...  0.14323704  0.15726787
  0.18292126]",air_conditioner
8976,[0.05482525 0.06836346 0.05051684 ... 0.01225105 0.0092279  0.00626308],gun_shot
8977,"[ 0.00745596 -0.02331568  0.00833755 ... -0.0193124  -0.01384178
  0.00012158]",car_horn
8978,"[ 0.01607624  0.01351139 -0.01770306 ... -0.00259021 -0.02920343
 -0.06155627]",jackhammer
8979,"[-0.01267048 -0.02079666 -0.01655569 ... -0.00619444 -0.00034718
  0.00129278]",gun_shot
8980,"[ 0.0572801   0.09226505  0.09239166 ... -0.01608041 -0.00893491
  0.01404544]",street_music
8981,"[-0.01428935  0.01213031  0.00693125 ...  0.02640134  0.03529631
  0.06635444]",air_conditioner
8982,"[ 0.0040914  -0.00125189 -0.00388499 ... -0.00885457 -0.00363784
  0.00250438]",air_conditioner
8983,[0.01633859 0.02446873 0.01874668 ... 0.02890173 0.02642018 0.02617451],drilling
8984,"[-0.00011671  0.04173099  0.01736136 ...  0.01330749 -0.01131649
 -0.0114294 ]",street_music
8985,"[ 0.00353833  0.00765733  0.01152262 ...  0.00179697 -0.00601075
 -0.02062885]",car_horn
8986,"[ 0.00658447  0.01320393  0.01925936 ... -0.00210728  0.00514803
  0.00464919]",car_horn
8987,[0.0284476  0.1001697  0.13406172 ... 0.00362124 0.05505364 0.19622526],drilling
8988,"[ 0.02249392  0.02666579  0.0186949  ...  0.00100765  0.00314537
 -0.0027178 ]",children_playing
8989,"[ 0.03629069  0.02899797  0.07410074 ...  0.09146243 -0.04482823
 -0.1157753 ]",car_horn
8990,[0.00770296 0.03894463 0.08801341 ... 0.07378328 0.07596093 0.00863326],car_horn
8991,"[ 0.00265732 -0.00333001  0.0053173  ... -0.01047653 -0.0013618
 -0.01741036]",engine_idling
8992,[0.0053512  0.00756072 0.00712306 ... 0.00389422 0.00776612 0.01260556],street_music
8993,"[ 0.01718616  0.02223302  0.01105227 ... -0.00523406 -0.00235398
 -0.00019899]",car_horn
8994,"[-0.01419612 -0.05696512 -0.05393465 ...  0.041309    0.05570736
  0.10483997]",siren
8995,"[-0.00061797 -0.00094955 -0.00079431 ... -0.00062615 -0.00063878
 -0.00075369]",jackhammer
8996,"[ 0.01729101  0.03610043  0.02504762 ... -0.00268434  0.01434213
  0.0222685 ]",car_horn
8997,"[8.7311491e-11 0.0000000e+00 5.8207661e-11 ... 9.0970774e-05 1.2465188e-04
 4.0286686e-04]",car_horn
8998,"[ 0.04013201  0.07542987  0.07464229 ... -0.11902049 -0.11729892
 -0.12392249]",car_horn
8999,"[-0.00203798 -0.00097519 -0.00047423 ...  0.00106794  0.00145036
  0.00376057]",car_horn
9000,"[-0.00654892 -0.0082342  -0.00550382 ... -0.00586639 -0.0016203
  0.00236325]",dog_bark
9001,"[-0.00250106 -0.00259287 -0.00223619 ...  0.00057389  0.00055626
  0.00013939]",children_playing
9002,"[ 0.04994114 -0.02825768 -0.09267822 ... -0.0246885  -0.04137005
  0.05227734]",siren
9003,"[-0.00558421 -0.00525367  0.00032386 ... -0.00370494 -0.00472783
 -0.00367777]",air_conditioner
9004,"[-4.0745363e-10 -2.3283064e-10 -2.3283064e-10 ... -3.7700695e-05
 -9.6523407e-05 -8.9354959e-05]",engine_idling
9005,"[ 0.02849263  0.01762     0.03246015 ...  0.00421056  0.0010374
 -0.00225058]",children_playing
9006,"[-0.00108979 -0.0008545  -0.00016541 ... -0.00196624 -0.00200624
 -0.00236023]",dog_bark
9007,[0.00129704 0.00159317 0.00103259 ... 0.0024295  0.0025831  0.00274143],children_playing
9008,"[-0.07260285 -0.11242406 -0.10111327 ... -0.049432   -0.04551481
 -0.0482411 ]",air_conditioner
9009,"[ 3.1686126e-05  9.0814456e-06 -8.5789383e-05 ... -4.0299864e-04
 -3.5780776e-04 -4.9418904e-04]",gun_shot
9010,"[ 0.02491819  0.02265827 -0.01094234 ...  0.01069224  0.04276955
  0.01689518]",jackhammer
9011,[0.03148293 0.04610692 0.03569582 ... 0.09611367 0.0833499  0.03863723],children_playing
9012,"[-0.01108275 -0.02384757 -0.02927849 ...  0.01907434  0.02477867
  0.01019871]",gun_shot
9013,[0.006222   0.0057218  0.00309948 ... 0.01475113 0.01489142 0.01461675],children_playing
9014,"[-2.6921261e-04 -2.6388251e-04  3.2084365e-05 ... -4.9176742e-04
  3.0977215e-04  1.3567375e-03]",children_playing
9015,"[-0.00791234 -0.02244246 -0.02366232 ...  0.00942728  0.02537284
  0.01256827]",car_horn
9016,"[-0.00819997 -0.01019647 -0.00228757 ...  0.01045655  0.00964623
  0.01038397]",gun_shot
9017,"[-0.02097598 -0.08258764 -0.06687702 ... -0.01516897 -0.02741198
  0.05503264]",air_conditioner
9018,[0.07187018 0.08391842 0.05613502 ... 0.11882351 0.13896708 0.11228183],children_playing
9019,"[-0.01091254 -0.00816872 -0.00593773 ... -0.02882066 -0.03424119
 -0.0488341 ]",engine_idling
9020,"[-0.00227089 -0.00222572 -0.00204845 ...  0.02205708  0.02073107
  0.02311377]",air_conditioner
9021,"[ 0.00468779  0.03505715  0.05357672 ...  0.00243503 -0.00445716
 -0.00882486]",drilling
9022,"[ 0.11233789 -0.29900256 -0.0152339  ... -0.2025144  -0.25101018
  0.02473922]",drilling
9023,[0.00789388 0.01310896 0.01423926 ... 0.00076433 0.0020216  0.00211432],gun_shot
9024,[0.01384663 0.01943024 0.01610857 ... 0.00671845 0.0079303  0.00964579],siren
9025,"[ 0.02216942  0.00152961  0.00955529 ... -0.01783537 -0.02736709
 -0.02788064]",car_horn
9026,"[-0.10966249 -0.11011455 -0.07904834 ...  0.01667283 -0.01776254
 -0.04359111]",siren
9027,"[-0.00343159  0.0005054   0.00383296 ... -0.03008953 -0.03661926
 -0.02041196]",car_horn
9028,"[-0.00488823 -0.00625762 -0.00529084 ... -0.04487103 -0.04200713
 -0.04397177]",street_music
9029,"[ 0.05200249  0.08960538  0.1172917  ... -0.09106886 -0.08733288
 -0.03052286]",siren
9030,"[-0.00620662 -0.01509169 -0.0032816  ...  0.00401187  0.00501634
  0.01036151]",drilling
9031,"[-0.01588366 -0.01766251 -0.01230761 ...  0.03787002  0.04260216
  0.03410957]",children_playing
9032,"[ 0.04529021  0.06476216  0.04575362 ... -0.01309926 -0.00330776
  0.00541856]",car_horn
9033,"[ 0.09028296  0.28461093  0.3376307  ... -0.46487674 -0.37021634
 -0.4734947 ]",dog_bark
9034,"[-0.00062687 -0.00110768 -0.00126175 ... -0.02337671 -0.0078611
  0.00475117]",car_horn
9035,"[-0.00288079 -0.00498612 -0.00420839 ... -0.15211934 -0.16732383
 -0.20823652]",drilling
9036,"[-0.00176781  0.0074531   0.02128412 ... -0.00486969 -0.00460771
  0.00541449]",engine_idling
9037,"[-4.6185655e-06 -1.0213844e-05 -1.1458198e-05 ... -4.9003272e-04
 -5.6190556e-04  0.0000000e+00]",engine_idling
9038,"[ 1.9022107e-05  2.9392751e-05  2.9225237e-05 ... -2.1142626e-04
 -2.2560953e-04 -1.7772165e-04]",engine_idling
9039,"[-0.08724124 -0.17624018 -0.23035443 ...  0.16784227  0.13667266
  0.12143768]",air_conditioner
9040,"[-0.14539024 -0.45644668 -0.15125802 ...  0.38279247  0.32440212
  0.18983075]",gun_shot
9041,"[ 0.11316805  0.09682204 -0.03043439 ... -0.07731913 -0.04121345
 -0.0104557 ]",gun_shot
9042,"[-0.11974983 -0.17401229 -0.1531874  ... -0.04854114 -0.04488966
 -0.04586822]",dog_bark
9043,[0.02068898 0.02794037 0.00052323 ... 0.00075456 0.01823922 0.01344036],street_music
9044,"[-0.02632042  0.0357668   0.04339073 ... -0.06705651 -0.02962234
 -0.01629871]",siren
9045,"[ 0.00611188  0.01879184 -0.02286008 ...  0.00333566  0.00870304
  0.00633872]",drilling
9046,"[-0.03923238 -0.05730839 -0.06757922 ... -0.01385759 -0.01392447
 -0.00303503]",siren
9047,[0.01079985 0.01221363 0.00582717 ... 0.0470451  0.01354288 0.03413584],jackhammer
9048,"[ 2.1694355e-08 -4.1607901e-08 -4.5466692e-08 ... -5.3524396e-05
 -7.6621182e-05 -5.8105750e-05]",jackhammer
9049,"[-0.04959407 -0.07225452 -0.03042741 ... -0.08184853 -0.11780691
 -0.18899468]",gun_shot
9050,"[ 0.00249488  0.00343149  0.00278941 ...  0.007881   -0.00520789
 -0.01513224]",children_playing
9051,"[-0.00317477 -0.0046777  -0.0042747  ...  0.00215426  0.00170864
  0.00154905]",street_music
9052,[0.07834661 0.15781541 0.16462046 ... 0.21710056 0.3375908  0.5088874 ],engine_idling
9053,[0.04895024 0.08077011 0.0707915  ... 0.11270696 0.12079734 0.15682764],car_horn
9054,"[ 0.00834831  0.01263414  0.01023185 ... -0.01248011 -0.01205991
 -0.01403085]",car_horn
9055,"[-0.00435011 -0.00134072  0.00634564 ... -0.00477856 -0.0058741
 -0.00184474]",car_horn
9056,"[ 0.00274467 -0.06667878 -0.01795979 ... -0.02394601 -0.02124713
 -0.03271494]",children_playing
9057,"[ 0.01095203  0.0181936   0.01899013 ... -0.00182919 -0.00165096
 -0.00182159]",air_conditioner
9058,"[ 0.00036941  0.00102243  0.0015584  ... -0.00137007 -0.00095231
 -0.00078621]",air_conditioner
9059,"[-0.01031025  0.00063529  0.02985823 ...  0.00543668 -0.00242331
 -0.00451033]",engine_idling
9060,"[ 0.02220857 -0.00363781 -0.00098532 ...  0.00554643  0.00098138
 -0.00119378]",car_horn
9061,"[-0.08467682 -0.18694445 -0.16314325 ...  0.0098698  -0.02305649
 -0.0107394 ]",siren
9062,"[-0.00697786 -0.01180273 -0.01072159 ...  0.01465848  0.01608999
  0.        ]",children_playing
9063,[0.00193035 0.00276692 0.00221216 ... 0.00613791 0.00328201 0.00134937],drilling
9064,"[-0.00011293 -0.02134724 -0.01390436 ...  0.00454588  0.00614977
  0.01063117]",jackhammer
9065,"[-0.01289544  0.00384491  0.02162868 ...  0.07356115  0.0645474
  0.06148707]",street_music
9066,"[-0.03035044 -0.04639887 -0.04122285 ... -0.05463952 -0.04246958
 -0.00283726]",jackhammer
9067,"[-0.15059076 -0.22664239 -0.18585652 ... -0.1725217  -0.03885417
  0.15254739]",jackhammer
9068,"[-2.1051674e-10 -2.1158066e-09  1.1945837e-09 ...  2.3399536e-02
  3.2071058e-02  1.2472501e-02]",gun_shot
9069,"[0.0000000e+00 1.8626451e-09 3.7252903e-09 ... 4.7068071e-02 6.9314905e-02
 5.4534465e-02]",car_horn
9070,"[-0.0426244  -0.06253416 -0.06703209 ... -0.00413849 -0.00249353
 -0.02123589]",air_conditioner
9071,"[-4.6566129e-10 -1.3969839e-09 -4.6566129e-10 ... -1.3190177e-03
 -1.0265876e-03 -1.2786642e-03]",jackhammer
9072,"[ 0.00375581  0.00279074 -0.0008937  ...  0.01754411  0.01761502
  0.01907155]",dog_bark
9073,"[ 0.00832687  0.02248043  0.01322339 ... -0.04382014 -0.04304208
 -0.03964141]",jackhammer
9074,"[-0.00449419  0.00116901 -0.00587504 ... -0.10884236 -0.11512444
 -0.14610635]",engine_idling
9075,"[-0.05575202 -0.05373413 -0.0140247  ... -0.03862536 -0.03434481
 -0.03235186]",drilling
9076,"[-0.00166792  0.0042071   0.01144706 ...  0.03328807  0.03328876
  0.        ]",car_horn
9077,[0.00582131 0.01277149 0.01472245 ... 0.01386323 0.01624443 0.01844657],gun_shot
9078,"[ 1.7192122e-03  2.4956577e-03  2.2465661e-03 ... -5.9050944e-07
 -3.7059144e-06 -2.0209263e-06]",jackhammer
9079,"[-0.03088798 -0.09467423 -0.10977794 ...  0.0095424  -0.00590062
 -0.00431094]",car_horn
9080,"[-0.01303126 -0.02122061 -0.01019856 ... -0.00656949 -0.02412971
 -0.01782009]",gun_shot
9081,"[-0.0151958  -0.02248174 -0.02137244 ...  0.11637175  0.1159006
  0.131984  ]",siren
9082,"[-0.00015548  0.00026389  0.00033736 ...  0.00233269  0.0009028
 -0.00516972]",air_conditioner
9083,"[-0.00242524 -0.00723762 -0.01054008 ... -0.02718237 -0.02977789
 -0.03547277]",air_conditioner
9084,"[-3.7442581e-03 -1.5830356e-03 -4.3889150e-04 ...  8.5407250e-05
  7.0697934e-05  8.2198050e-05]",gun_shot
9085,"[-0.00804049 -0.01397591 -0.01505308 ... -0.00844752 -0.00633363
 -0.00588128]",dog_bark
9086,"[ 0.00052068  0.00106636  0.00027312 ... -0.03498351 -0.03535514
 -0.03686888]",dog_bark
9087,"[-0.06258395 -0.13872883 -0.14312264 ... -0.13653307 -0.19405645
 -0.12540188]",children_playing
9088,"[ 0.00358615  0.00597205  0.00551847 ... -0.0028795  -0.00342216
 -0.00572493]",children_playing
9089,[0.02830285 0.04544105 0.03849228 ... 0.00817542 0.01737255 0.03253854],jackhammer
9090,"[ 3.7955135e-07 -5.1289935e-06  5.4911790e-05 ... -1.5898279e-03
 -1.6359068e-03 -1.3251561e-03]",dog_bark
9091,"[-0.01694224 -0.02229466 -0.01148023 ...  0.06419824  0.05169065
  0.0369668 ]",gun_shot
9092,"[-0.00065945 -0.00130574 -0.00191277 ...  0.01464297  0.01373642
  0.01268112]",drilling
9093,"[-0.01651444 -0.02601805 -0.02199682 ...  0.00034279  0.00262524
  0.00285741]",air_conditioner
9094,[0.02288295 0.03153972 0.02617455 ... 0.00300981 0.00241505 0.0021712 ],drilling
9095,"[-0.01806495 -0.02701882 -0.01771595 ... -0.01601108  0.00058472
  0.03015554]",children_playing
9096,"[ 0.02619556  0.03972769  0.03213028 ... -0.0469757  -0.05029799
 -0.06128265]",siren
9097,"[-0.26240098 -0.34815782 -0.28171724 ... -0.13012873 -0.01025929
  0.1726664 ]",jackhammer
9098,"[ 0.00844847  0.07274202  0.13247854 ... -0.09385644 -0.03725144
 -0.00514162]",drilling
9099,"[ 0.02996539  0.03862346  0.03361712 ... -0.03877455 -0.03701626
 -0.03571177]",air_conditioner
9100,[0.09024356 0.11143274 0.07348517 ... 0.00633581 0.00607981 0.0012017 ],dog_bark
9101,"[ 0.02252784  0.02393318  0.01245583 ... -0.03458064 -0.03560202
 -0.04110833]",car_horn
9102,"[-0.00339182 -0.00498413 -0.00350797 ...  0.00757147  0.00784388
  0.00924185]",engine_idling
9103,[0.00440626 0.00462993 0.00529908 ... 0.00100022 0.00376776 0.00545652],children_playing
9104,"[ 0.06486334  0.06948627  0.01297649 ... -0.1321339  -0.10127217
 -0.05310117]",children_playing
9105,"[ 0.01987414  0.02791009  0.02278292 ... -0.03505449 -0.03672421
 -0.01381881]",car_horn
9106,"[-0.13397804 -0.22810927 -0.09427625 ...  0.0418971   0.03486754
  0.04267353]",car_horn
9107,"[-0.01796245 -0.02192023 -0.00955681 ... -0.01569024 -0.00745652
  0.00241497]",siren
9108,"[ 0.00807982  0.00827774  0.00082258 ... -0.00542708 -0.00683401
 -0.00274619]",car_horn
9109,"[-0.02528147 -0.04314161 -0.02491496 ... -0.01352401  0.01354306
  0.02578056]",jackhammer
9110,"[ 0.01078604  0.00705443 -0.0134289  ...  0.00079727  0.01794563
  0.00010114]",street_music
9111,"[ 9.64373304e-02  1.05880590e-01  1.83879073e-02 ...  2.86565836e-03
  2.10982070e-02 -6.65728922e-05]",gun_shot
9112,"[-0.03750557 -0.05925617 -0.0267052  ... -0.05678593 -0.05860177
 -0.07718335]",children_playing
9113,"[-0.03930247 -0.06326168 -0.07610292 ...  0.00710918  0.00722605
  0.01953614]",drilling
9114,"[ 0.03010971  0.04340357  0.03825627 ... -0.01038506 -0.01686697
 -0.02155371]",air_conditioner
9115,"[-0.00984595 -0.01442793 -0.00942979 ... -0.02182143 -0.01976434
 -0.02621271]",jackhammer
9116,[0.12710586 0.20921162 0.19797714 ... 0.02193706 0.03142375 0.04506157],air_conditioner
9117,"[-0.00247739 -0.00149965  0.0018869  ...  0.00590246  0.0054157
  0.00646353]",siren
9118,"[-5.0946557e-05 -6.4859123e-05 -6.8759167e-05 ... -6.0008332e-04
 -6.0759374e-04 -6.8944588e-04]",jackhammer
9119,"[-0.00743091 -0.01481461 -0.01431998 ... -0.0846333  -0.04948933
 -0.00383479]",street_music
9120,"[ 0.03982809  0.07278592  0.06111049 ... -0.00080015  0.01087135
  0.03505872]",engine_idling
9121,"[ 0.04022779  0.06094125  0.05740719 ... -0.0025226  -0.00350429
 -0.00159518]",gun_shot
9122,[0.0145633  0.01486512 0.00951015 ... 0.023796   0.02665464 0.02567681],jackhammer
9123,"[-0.04385553 -0.01645823  0.04974674 ... -0.11201958 -0.12336634
 -0.11132655]",engine_idling
9124,"[-0.00371576 -0.00483741 -0.0043258  ... -0.00148043 -0.00117985
 -0.0016993 ]",dog_bark
